Gene	Taxon	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
186	DB10_00000434	Dbia	0.3803	0.2254	0.2679	0.3818	0.143	-0.15	0.266	47.09375	0.468	0.484	79	82	-1.243902	0.109756
187	DB10_00000436	Dbia	0.1505	0.5459	0.119	0.4752	0.272	0.445	0.647	16.515625	0.784	0.594	468	484	-0.26033	0.068182
188	DB10_00000438	Dbia	0.2201	0.4792	0.2494	0.4547	0.284	0.257	0.548	32.46875	0.659	0.51	1075	1103	-1.293291	0.086129
189	DB10_00000439	Dbia	0.2603	0.4658	0.1343	0.4262	0.317	0.306	0.557	30.25	0.682	0.527	88	91	-0.321978	0.087912
190	DB10_00000440	Dbia	0.1728	0.5079	0.1224	0.5288	0.293	0.425	0.64	18.25	0.769	0.555	467	478	-0.440167	0.098326
191	DB10_00000441	Dbia	0.1409	0.5977	0.0574	0.578	0.412	0.606	0.757	5.4375	0.845	0.556	535	558	-0.308781	0.134409
192	DB10_00000445	Dbia	0.2575	0.4534	0.1588	0.4157	0.255	0.307	0.565	26.640625	0.667	0.522	627	645	-0.24124	0.128682
193	DB10_00000448	Dbia	0.2166	0.4657	0.1929	0.4292	0.285	0.357	0.598	28.078125	0.678	0.55	338	350	-0.262857	0.097143
194	DB10_00000452	Dbia	0.1588	0.5515	0.1152	0.4873	0.304	0.426	0.633	17.234375	0.786	0.575	472	480	-0.846875	0.039583
195	DB10_00000453	Dbia	0.1845	0.4908	0.0826	0.4911	0.284	0.444	0.639	14.109375	0.776	0.602	313	327	-0.056269	0.082569
196	DB10_00000454	Dbia	0.118	0.5807	0.0777	0.5406	0.341	0.55	0.714	7.796875	0.846	0.582	402	411	-0.388078	0.087591
197	DB10_00000455	Dbia	0.1987	0.4167	0.1885	0.4215	0.206	0.225	0.491	29.546875	0.679	0.58	723	747	-0.508835	0.065596
198	DB10_00000456	Dbia	0.1242	0.5137	0.2249	0.4119	0.233	0.312	0.556	24.578125	0.724	0.589	586	608	-0.485033	0.057566
199	DB10_00000458	Dbia	0.169	0.5408	0.1385	0.412	0.309	0.373	0.593	17.015625	0.755	0.6	587	599	-0.615359	0.056761
200	DB10_00000459	Dbia	0.1154	0.4744	0.1143	0.5909	0.34	0.378	0.613	8.90625	0.817	0.565	93	95	0.001053	0.084211
201	DB10_00000460	Dbia	0.1229	0.535	0.0951	0.4596	0.269	0.447	0.634	14.453125	0.816	0.607	598	630	0.060318	0.093651
202	DB10_00000464	Dbia	0.1601	0.4544	0.1528	0.4	0.205	0.262	0.498	26.921875	0.728	0.643	607	623	-0.428571	0.044944
203	DB10_00000465	Dbia	0.1838	0.4246	0.1456	0.4185	0.227	0.269	0.503	25.40625	0.716	0.654	620	634	-0.528707	0.044164
204	DB10_00000467	Dbia	0.1825	0.4599	0.1888	0.4306	0.263	0.334	0.572	22.59375	0.698	0.545	484	492	-0.076016	0.079268
205	DB10_00000470	Dbia	0.2952	0.3867	0.2629	0.3776	0.238	0.15	0.467	40.484375	0.571	0.492	615	633	-0.514218	0.086888
206	DB10_00000471	Dbia	0.2375	0.4125	0.1753	0.447	0.266	0.288	0.544	27.09375	0.669	0.563	980	1009	-0.51001	0.062438
207	DB10_00000473	Dbia	0.1795	0.5265	0.0869	0.4869	0.291	0.491	0.674	13.84375	0.788	0.589	745	766	-0.305744	0.073107
208	DB10_00000475	Dbia	0.2571	0.3767	0.2013	0.4594	0.235	0.226	0.503	32.421875	0.641	0.538	3664	3777	-0.805269	0.042891
209	DB10_00000477	Dbia	0.2294	0.5092	0.0947	0.2951	0.28	0.435	0.622	16.09375	0.708	0.602	233	238	0.023109	0.092437
210	DB10_00000482	Dbia	0.336	0.288	0.3543	0.3419	0.2	-0.031	0.35	40.359375	0.466	0.464	163	166	-0.778313	0.066265
211	DB10_00000483	Dbia	0.4308	0.2154	0.3088	0.3065	0.155	-0.154	0.232	47.09375	0.402	0.426	82	83	-0.603614	0.060241
212	DB10_00000484	Dbia	0.214	0.463	0.1977	0.3414	0.234	0.297	0.529	23.6875	0.658	0.575	310	315	-0.460317	0.073016
213	DB10_00000487	Dbia	0.2129	0.4355	0.1429	0.4116	0.209	0.249	0.498	27.203125	0.697	0.606	584	606	-0.489769	0.051155
214	DB10_00000488	Dbia	0.2742	0.4677	0.25	0.3788	0.212	0.181	0.489	27.796875	0.614	0.493	88	90	-1.206667	0.066667
215	DB10_00000492	Dbia	0.3219	0.3906	0.185	0.3544	0.246	0.163	0.456	38.875	0.584	0.517	551	573	0.035428	0.078534
216	DB10_00000494	Dbia	0.3013	0.3723	0.295	0.3743	0.229	0.106	0.442	40.40625	0.546	0.473	1120	1156	-0.630709	0.076125
217	DB10_00000496	Dbia	0.0612	0.6939	0.0769	0.5238	0.385	0.642	0.773	5.34375	0.893	0.585	75	78	-0.578205	0.051282
218	DB10_00000500	Dbia	0.1145	0.5802	0.1117	0.4262	0.273	0.47	0.656	13.203125	0.814	0.62	912	951	-0.355415	0.090431
219	DB10_00000501	Dbia	0.3125	0.3571	0.2549	0.2967	0.175	0.118	0.422	47.09375	0.523	0.486	128	131	0.025191	0.083969
220	DB10_00000503	Dbia	0.2664	0.3811	0.2008	0.3673	0.198	0.171	0.453	36.1875	0.609	0.536	289	293	-0.434812	0.081911
221	DB10_00000504	Dbia	0.1653	0.5455	0.0984	0.487	0.31	0.551	0.721	7.875	0.792	0.581	154	160	-0.32875	0.05625
222	DB10_00000505	Dbia	0.2032	0.4196	0.1832	0.4515	0.245	0.286	0.537	23.46875	0.688	0.594	2843	2948	-0.71367	0.062415
223	DB10_00000506	Dbia	0.2092	0.5033	0.1455	0.4326	0.255	0.388	0.613	21.71875	0.717	0.554	537	550	-0.220909	0.092727
224	DB10_00000507	Dbia	0.2877	0.3661	0.2164	0.3977	0.252	0.209	0.49	33.21875	0.598	0.545	1782	1828	-0.582385	0.074398
225	DB10_00000510	Dbia	0.146	0.4059	0.239	0.4507	0.255	0.245	0.509	25.71875	0.682	0.592	509	519	-0.460886	0.025048
226	DB10_00000514	Dbia	0.3913	0.3261	0.2047	0.3534	0.215	0.011	0.367	43.609375	0.518	0.472	166	175	-0.358286	0.028571
227	DB10_00000516	Dbia	0.2469	0.4815	0.2593	0.3247	0.273	0.273	0.543	34.625	0.61	0.521	105	110	-0.787273	0.036364
228	DB10_00000517	Dbia	0.3067	0.36	0.1605	0.4872	0.279	0.231	0.51	31.421875	0.644	0.527	202	210	-0.931429	0.047619
229	DB10_00000520	Dbia	0.1756	0.5463	0.1462	0.4165	0.298	0.449	0.651	14.140625	0.746	0.587	748	775	-0.708645	0.064516
230	DB10_00000521	Dbia	0.2751	0.3898	0.2909	0.3931	0.264	0.139	0.467	39.25	0.573	0.489	1077	1109	-0.944545	0.06853
231	DB10_00000522	Dbia	0.2653	0.4218	0.1304	0.3689	0.308	0.322	0.552	28.625	0.649	0.537	154	162	0.699383	0.111111
232	DB10_00000525	Dbia	0.1738	0.4857	0.1242	0.4384	0.253	0.295	0.531	21.296875	0.753	0.621	639	661	-0.740242	0.051437
233	DB10_00000526	Dbia	0.3165	0.3544	0.3	0.3103	0.254	0.11	0.427	34.78125	0.508	0.481	199	205	-0.237561	0.04878
234	DB10_00000527	Dbia	0.155	0.4496	0.1138	0.5487	0.25	0.393	0.604	10.453125	0.779	0.61	154	159	-0.290566	0.106918
235	DB10_00000533	Dbia	0.2184	0.4129	0.2135	0.4278	0.217	0.249	0.519	31.484375	0.655	0.544	1537	1554	-0.822329	0.028958
236	DB10_00000535	Dbia	0.2329	0.4521	0.1622	0.4502	0.243	0.308	0.559	30.421875	0.69	0.562	281	293	-1.041979	0.061433
237	DB10_00000536	Dbia	0.241	0.403	0.2412	0.3459	0.232	0.171	0.46	36.78125	0.604	0.557	995	1020	-0.847451	0.038235
238	DB10_00000537	Dbia	0.2375	0.5217	0.0714	0.3737	0.214	0.447	0.636	9.5	0.739	0.604	357	373	0.033244	0.02681
239	DB10_00000545	Dbia	0.375	0.2273	0.3957	0.3136	0.161	-0.129	0.296	47.09375	0.399	0.431	233	249	-0.581928	0.096386
240	DB10_00000548	Dbia	0.0968	0.5806	0.0946	0.4306	0.287	0.506	0.666	7.140625	0.84	0.661	362	382	-0.575131	0.062827
241	DB10_00000550	Dbia	0.2375	0.5172	0.0688	0.4987	0.329	0.52	0.701	9.21875	0.764	0.597	1037	1072	-0.805877	0.025187
242	DB10_00000552	Dbia	0.2453	0.4126	0.1724	0.4256	0.227	0.25	0.519	34.40625	0.658	0.537	1887	1936	-0.184659	0.073864
243	DB10_00000553	Dbia	0.1784	0.4516	0.1327	0.5022	0.248	0.369	0.59	20.1875	0.748	0.585	1223	1268	-0.500394	0.053628
244	DB10_00000554	Dbia	0.1724	0.5603	0.1863	0.4257	0.27	0.363	0.605	32.328125	0.735	0.597	147	153	-1.745752	0.117647
245	DB10_00000555	Dbia	0.139	0.5605	0.0909	0.4571	0.306	0.499	0.68	8.40625	0.812	0.622	272	284	-0.692958	0.038732
246	DB10_00000557	Dbia	0.2116	0.4395	0.1722	0.4168	0.242	0.305	0.549	26.328125	0.684	0.57	1713	1780	-0.357416	0.05618
247	DB10_00000558	Dbia	0.2165	0.447	0.1286	0.4692	0.273	0.354	0.585	22.59375	0.719	0.584	1821	1884	-0.3069	0.074841
248	DB10_00000559	Dbia	0.1071	0.631	0.0825	0.4946	0.238	0.43	0.638	12.859375	0.853	0.613	116	119	-0.872269	0.058824
249	DB10_00000560	Dbia	0.2368	0.3578	0.2781	0.4657	0.255	0.178	0.496	35.921875	0.608	0.546	2268	2341	-1.005724	0.034173
250	DB10_00000561	Dbia	0.221	0.38	0.2077	0.4192	0.252	0.197	0.471	31.265625	0.647	0.582	3243	3311	-0.650589	0.027484
251	DB10_00000562	Dbia	0.1502	0.5165	0.0841	0.5316	0.294	0.464	0.654	14.796875	0.812	0.596	589	612	-0.252124	0.071895
252	DB10_00000563	Dbia	0.1343	0.5901	0.0778	0.5052	0.322	0.564	0.726	7.140625	0.833	0.595	690	713	-0.587097	0.115007
253	DB10_00000564	Dbia	0.2111	0.4319	0.1707	0.4032	0.224	0.216	0.48	28.125	0.681	0.609	590	597	-0.377889	0.041876
254	DB10_00000567	Dbia	0.1631	0.4539	0.1429	0.3387	0.174	0.25	0.463	11.390625	0.721	0.581	147	151	-0.262914	0.066225
255	DB10_00000572	Dbia	0.2734	0.3746	0.287	0.3755	0.249	0.157	0.468	38.140625	0.566	0.519	926	954	-1.031447	0.063941
256	DB10_00000574	Dbia	0.2116	0.4619	0.1201	0.4829	0.25	0.357	0.585	19.140625	0.733	0.569	931	961	-0.64641	0.074922
257	DB10_00000576	Dbia	0.1268	0.507	0.1429	0.5085	0.24	0.377	0.607	21.796875	0.786	0.625	84	89	-0.970786	0.067416
258	DB10_00000578	Dbia	0.2328	0.4131	0.1593	0.4409	0.217	0.251	0.509	30.703125	0.676	0.539	352	365	0.130137	0.10137
259	DB10_00000579	Dbia	0.3158	0.2281	0.3443	0.3448	0.158	-0.033	0.347	47.09375	0.458	0.465	72	76	-0.871053	0.039474
260	DB10_00000581	Dbia	0.2969	0.3438	0.371	0.2364	0.151	0.01	0.351	45.90625	0.455	0.442	77	80	-0.64875	0.05
261	DB10_00000583	Dbia	0.1384	0.4918	0.1254	0.4795	0.249	0.396	0.6	16.609375	0.783	0.625	688	704	-0.750284	0.046875
262	DB10_00000584	Dbia	0.1848	0.4473	0.1166	0.4894	0.265	0.385	0.592	19.421875	0.752	0.599	660	692	-0.419942	0.050578
263	DB10_00000591	Dbia	0.2548	0.4015	0.2042	0.433	0.245	0.198	0.491	33	0.636	0.519	316	332	-0.373494	0.105422
264	DB10_00000592	Dbia	0.0595	0.5714	0.0649	0.6148	0.269	0.61	0.749	3.5	0.899	0.592	199	209	0.027273	0.119617
265	DB10_00000594	Dbia	0.0444	0.5111	0.1053	0.6143	0.234	0.457	0.644	10.796875	0.881	0.588	101	110	0.402727	0.209091
266	DB10_00000596	Dbia	0.2235	0.3929	0.2528	0.4149	0.201	0.226	0.512	32.59375	0.624	0.531	553	561	-0.821747	0.090909
267	DB10_00000597	Dbia	0.2484	0.4395	0.1724	0.4275	0.233	0.273	0.54	42.484375	0.661	0.551	189	204	-0.127941	0.102941
268	DB10_00000604	Dbia	0.2134	0.4482	0.1104	0.5117	0.271	0.325	0.567	21.65625	0.743	0.605	404	413	-0.886925	0.099274
269	DB10_00000608	Dbia	0.1691	0.4875	0.1242	0.4935	0.261	0.413	0.622	18.515625	0.763	0.578	2792	2909	-0.300137	0.082503
270	DB10_00000611	Dbia	0.2124	0.4602	0.1651	0.4658	0.271	0.334	0.585	27.875	0.7	0.537	550	571	-0.126445	0.084063
271	DB10_00000612	Dbia	0.1861	0.4829	0.1797	0.4273	0.243	0.342	0.575	24.828125	0.71	0.597	1298	1342	-0.812966	0.053651
272	DB10_00000618	Dbia	0.1535	0.5338	0.1273	0.4134	0.246	0.394	0.6	14.3125	0.769	0.629	831	895	-0.660559	0.042458
273	DB10_00000621	Dbia	0.1429	0.5495	0.0984	0.485	0.236	0.427	0.631	10.953125	0.804	0.598	225	228	-0.337719	0.078947
274	DB10_00000622	Dbia	0.2039	0.3974	0.1579	0.4393	0.235	0.209	0.466	30.03125	0.694	0.601	899	917	-0.606216	0.023991
275	DB10_00000623	Dbia	0.2159	0.4795	0.1152	0.5288	0.294	0.373	0.609	21.578125	0.744	0.551	555	572	-0.493007	0.085664
276	DB10_00000624	Dbia	0.0985	0.4631	0.11	0.598	0.281	0.491	0.676	9.46875	0.832	0.6	256	266	-0.207895	0.052632
277	DB10_00000625	Dbia	0.3279	0.3552	0.2865	0.3374	0.201	0.112	0.441	36.8125	0.524	0.503	229	234	-1.165385	0.141026
278	DB10_00000626	Dbia	0.2335	0.4192	0.2365	0.4583	0.235	0.248	0.535	41.6875	0.645	0.535	245	253	-1.366799	0.059289
279	DB10_00000628	Dbia	0.2399	0.5414	0.1162	0.4763	0.313	0.407	0.639	19.953125	0.732	0.547	735	761	-0.735348	0.086728
280	DB10_00000631	Dbia	0.3425	0.3536	0.2532	0.3014	0.219	0.083	0.41	34.703125	0.514	0.465	210	218	0.13945	0.123853
281	DB10_00000632	Dbia	0.2798	0.2634	0.308	0.3495	0.147	0.049	0.366	38.328125	0.498	0.519	273	294	-0.005782	0.105442
282	DB10_00000634	Dbia	0.2059	0.5294	0.1626	0.3363	0.238	0.331	0.57	30.34375	0.696	0.547	158	165	-0.484848	0.090909
283	DB10_00000637	Dbia	0.3333	0.2982	0.2941	0.3404	0.17	0.091	0.413	35.484375	0.493	0.459	201	215	0.004651	0.125581
284	DB10_00000638	Dbia	0.3378	0.356	0.2609	0.3519	0.25	0.115	0.442	36.453125	0.534	0.471	1047	1076	-0.712825	0.065056
285	DB10_00000641	Dbia	0.327	0.3742	0.2258	0.3292	0.232	0.158	0.462	41.859375	0.544	0.465	366	391	0.591049	0.132992
286	DB10_00000642	Dbia	0.3529	0.3193	0.2666	0.3734	0.224	0.037	0.391	39.140625	0.518	0.474	890	927	-0.621359	0.083064
287	DB10_00000646	Dbia	0.1562	0.4554	0.1397	0.5708	0.246	0.415	0.629	14.296875	0.772	0.564	294	302	-0.887748	0.056291
288	DB10_00000647	Dbia	0.1423	0.4941	0.129	0.4721	0.235	0.378	0.599	20.453125	0.778	0.6	324	329	-0.656535	0.036474
289	DB10_00000656	Dbia	0.2807	0.3158	0.2581	0.375	0.232	0.075	0.394	39.53125	0.549	0.511	71	75	0.182667	0.106667
290	DB10_00000657	Dbia	0.2335	0.509	0.2174	0.3693	0.252	0.261	0.533	31.640625	0.655	0.538	229	235	-1.101702	0.046809
291	DB10_00000659	Dbia	0.2112	0.4845	0.269	0.372	0.302	0.249	0.53	37.015625	0.635	0.505	219	231	-0.6671	0.064935
292	DB10_00000662	Dbia	0.1821	0.4964	0.1809	0.4387	0.247	0.317	0.563	19.890625	0.716	0.546	359	376	-0.771277	0.047872
293	DB10_00000663	Dbia	0.178	0.5127	0.0899	0.4425	0.267	0.376	0.599	15.578125	0.77	0.607	257	266	-0.03985	0.06391
294	DB10_00000665	Dbia	0.2591	0.4253	0.1676	0.4421	0.281	0.277	0.542	29.578125	0.66	0.525	1167	1208	-0.368874	0.087748
295	DB10_00000666	Dbia	0.2072	0.4276	0.1565	0.4842	0.239	0.315	0.558	24.109375	0.713	0.614	815	818	-0.932885	0.055012
296	DB10_00000667	Dbia	0.2184	0.556	0.1129	0.4489	0.309	0.387	0.619	15.921875	0.748	0.582	888	906	-1.57925	0.039735
297	DB10_00000668	Dbia	0.1478	0.5384	0.1079	0.4705	0.283	0.483	0.667	12.5625	0.791	0.584	841	876	-0.148744	0.065068
298	DB10_00000669	Dbia	0.1242	0.5229	0.0536	0.5189	0.241	0.479	0.651	7.265625	0.849	0.617	350	370	-0.301351	0.040541
299	DB10_00000673	Dbia	0.1302	0.5562	0.1048	0.4596	0.241	0.44	0.635	14.4375	0.808	0.61	595	625	-0.29472	0.1056
300	DB10_00000674	Dbia	0.125	0.4792	0.1304	0.5116	0.192	0.409	0.614	19.609375	0.789	0.601	114	116	-0.405172	0.034483
301	DB10_00000675	Dbia	0.1827	0.5096	0.1789	0.3478	0.184	0.306	0.537	18.921875	0.702	0.554	121	130	-0.023846	0.076923
302	DB10_00000676	Dbia	0.1583	0.5333	0.0784	0.449	0.277	0.515	0.681	14.015625	0.8	0.623	135	138	0.002174	0.072464
303	DB10_00000677	Dbia	0.1767	0.4425	0.1472	0.4952	0.228	0.332	0.573	22.71875	0.741	0.612	769	780	-0.903974	0.042308
304	DB10_00000679	Dbia	0.2137	0.4199	0.1546	0.4476	0.223	0.284	0.526	25.6875	0.696	0.581	2056	2101	-0.552642	0.04712
305	DB10_00000680	Dbia	0.2005	0.491	0.1117	0.464	0.272	0.4	0.614	19.03125	0.745	0.572	1401	1446	-0.084025	0.084371
306	DB10_00000681	Dbia	0.2581	0.3722	0.237	0.4129	0.27	0.203	0.495	33.09375	0.607	0.52	1047	1070	-0.696916	0.048598
307	DB10_00000682	Dbia	0.2566	0.3736	0.2109	0.433	0.235	0.191	0.482	29.3125	0.627	0.519	338	351	-0.22963	0.082621
308	DB10_00000683	Dbia	0.1481	0.4506	0.12	0.4218	0.31	0.327	0.537	16.515625	0.763	0.61	177	178	-0.353933	0.050562
309	DB10_00000684	Dbia	0.1827	0.498	0.1288	0.4758	0.267	0.38	0.605	20.765625	0.75	0.581	605	630	-0.575714	0.092063
310	DB10_00000685	Dbia	0.2045	0.4255	0.1734	0.4739	0.249	0.279	0.536	28.125	0.702	0.591	1456	1494	-0.836078	0.042169
311	DB10_00000686	Dbia	0.211	0.4402	0.1511	0.4508	0.257	0.34	0.572	23.8125	0.706	0.588	858	894	-0.575503	0.057047
312	DB10_00000693	Dbia	0.2014	0.47	0.2068	0.4037	0.256	0.277	0.544	29.265625	0.676	0.526	485	506	-0.051581	0.118577
313	DB10_00000697	Dbia	0.3186	0.3776	0.1864	0.3933	0.268	0.206	0.497	36.375	0.588	0.454	396	420	0.478333	0.152381
314	DB10_00000702	Dbia	0.1972	0.4652	0.1346	0.4691	0.241	0.327	0.56	21.1875	0.733	0.58	1075	1095	-0.774886	0.039269
315	DB10_00000703	Dbia	0.2326	0.407	0.2359	0.3746	0.184	0.209	0.488	36.828125	0.616	0.497	500	526	-0.012357	0.117871
316	DB10_00000707	Dbia	0.2025	0.4759	0.1953	0.4249	0.24	0.284	0.548	27.96875	0.685	0.538	489	507	-0.349507	0.072978
317	DB10_00000708	Dbia	0.2236	0.3827	0.2177	0.4106	0.236	0.203	0.479	34.21875	0.638	0.575	2299	2358	-0.721077	0.044105
318	DB10_00000710	Dbia	0.1856	0.4401	0.233	0.3933	0.266	0.217	0.484	26.140625	0.663	0.579	1120	1138	-0.634271	0.063269
319	DB10_00000712	Dbia	0.2764	0.4037	0.2347	0.3897	0.222	0.191	0.495	37.359375	0.599	0.507	394	412	-0.464563	0.101942
320	DB10_00000714	Dbia	0.0952	0.5873	0.1111	0.4583	0.22	0.471	0.662	12.046875	0.831	0.562	71	80	0.78	0.1875
321	DB10_00000715	Dbia	0.2249	0.4556	0.2105	0.4583	0.275	0.25	0.531	40.484375	0.675	0.527	228	234	-0.839316	0.102564
322	DB10_00000716	Dbia	0.1966	0.4956	0.1411	0.4222	0.285	0.345	0.575	21.984375	0.727	0.603	1533	1571	-0.459262	0.040102
323	DB10_00000719	Dbia	0.2915	0.3568	0.3016	0.3815	0.202	0.02	0.393	41.96875	0.544	0.472	252	259	-0.68224	0.088803
324	DB10_00000720	Dbia	0.1724	0.5074	0.1704	0.5117	0.243	0.438	0.656	17.984375	0.744	0.56	285	294	-1.22619	0.05102
325	DB10_00000723	Dbia	0.3061	0.4673	0.2298	0.3473	0.277	0.225	0.522	36.875	0.597	0.501	600	602	-0.777243	0.068106
326	DB10_00000724	Dbia	0.156	0.4894	0.2049	0.3628	0.234	0.298	0.541	30.5	0.701	0.608	157	165	-0.318182	0.060606
327	DB10_00000725	Dbia	0.1822	0.4476	0.1485	0.4339	0.226	0.329	0.557	23.390625	0.725	0.621	847	854	-0.754332	0.050351
328	DB10_00000726	Dbia	0.182	0.5144	0.1614	0.4625	0.271	0.386	0.617	20.078125	0.736	0.585	1740	1796	-0.61765	0.069599
329	DB10_00000727	Dbia	0.1418	0.4866	0.1124	0.4357	0.266	0.497	0.663	10.453125	0.781	0.641	297	309	-0.076052	0.084142
330	DB10_00000728	Dbia	0.1986	0.4719	0.1053	0.4761	0.249	0.385	0.601	20.171875	0.747	0.572	1613	1688	-0.037619	0.084716
331	DB10_00000730	Dbia	0.1705	0.4895	0.1313	0.4471	0.24	0.365	0.584	17.625	0.753	0.629	1095	1122	-0.642335	0.058824
332	DB10_00000732	Dbia	0.169	0.5305	0.1667	0.4267	0.301	0.342	0.582	21.59375	0.736	0.584	777	798	-0.800501	0.06015
333	DB10_00000734	Dbia	0.1368	0.5613	0.1043	0.4551	0.291	0.487	0.67	11.921875	0.805	0.617	421	432	-0.239815	0.078704
334	DB10_00000735	Dbia	0.0235	0.6824	0.0959	0.4821	0.367	0.672	0.787	8.765625	0.904	0.604	94	95	0.24	0.042105
335	DB10_00000737	Dbia	0.1579	0.499	0.0962	0.4925	0.292	0.465	0.653	11.171875	0.79	0.616	1231	1258	-0.322257	0.057234
336	DB10_00000739	Dbia	0.0894	0.5691	0.1273	0.4902	0.227	0.407	0.628	20.796875	0.828	0.594	145	152	-0.101973	0.078947
337	DB10_00000744	Dbia	0.113	0.5565	0.0686	0.5208	0.246	0.446	0.649	12.3125	0.851	0.652	134	137	-0.49708	0.10219
338	DB10_00000745	Dbia	0.1447	0.5788	0.0837	0.4217	0.294	0.551	0.719	6.15625	0.81	0.653	342	343	-0.233819	0.107872
339	DB10_00000746	Dbia	0.2235	0.4765	0.1677	0.4106	0.224	0.335	0.575	32.5625	0.691	0.562	207	217	-0.723042	0.087558
340	DB10_00000747	Dbia	0.1157	0.5463	0.0796	0.5576	0.3	0.513	0.688	8.671875	0.848	0.632	282	295	-0.81017	0.047458
341	DB10_00000750	Dbia	0.1778	0.5056	0.1429	0.5	0.281	0.407	0.627	20	0.755	0.598	485	497	-1.092555	0.060362
342	DB10_00000751	Dbia	0.1249	0.5895	0.0962	0.5159	0.304	0.53	0.705	8.515625	0.829	0.575	1462	1510	-0.627682	0.09404
343	DB10_00000753	Dbia	0.2325	0.4342	0.1481	0.4534	0.262	0.277	0.53	32.140625	0.68	0.532	253	265	0.361887	0.128302
344	DB10_00000755	Dbia	0.1893	0.4362	0.1538	0.4411	0.194	0.272	0.515	25.671875	0.716	0.624	584	598	-0.819732	0.035117
345	DB10_00000757	Dbia	0.0994	0.5865	0.1159	0.5587	0.262	0.522	0.707	9.890625	0.838	0.615	457	475	-1.540632	0.046316
346	DB10_00000758	Dbia	0.2737	0.3866	0.2723	0.3333	0.237	0.15	0.454	38.796875	0.562	0.516	1186	1210	-0.752314	0.039669
347	DB10_00000759	Dbia	0.1914	0.4712	0.1944	0.4635	0.268	0.291	0.548	24.71875	0.704	0.558	668	693	-1.017316	0.036075
348	DB10_00000760	Dbia	0.2022	0.453	0.156	0.4611	0.237	0.311	0.553	26.03125	0.711	0.556	3424	3534	-0.266242	0.082343
349	DB10_00000761	Dbia	0.2321	0.4545	0.1504	0.4032	0.231	0.364	0.59	22.109375	0.681	0.564	502	516	-0.011822	0.060078
350	DB10_00000762	Dbia	0.0925	0.6416	0.1377	0.456	0.297	0.484	0.68	18.34375	0.828	0.565	203	213	-0.35446	0.107981
351	DB10_00000763	Dbia	0.3719	0.3166	0.3876	0.429	0.354	0.024	0.437	43.734375	0.5	0.43	410	419	-1.805012	0.0358
352	DB10_00000766	Dbia	0.3878	0.2536	0.4175	0.2647	0.181	-0.09	0.309	42.3125	0.378	0.377	421	448	0.079688	0.140625
353	DB10_00000768	Dbia	0.296	0.3477	0.2632	0.367	0.214	0.104	0.423	43.609375	0.545	0.446	402	426	0.510329	0.13615
354	DB10_00000769	Dbia	0.25	0.375	0.2366	0.4141	0.149	0.147	0.463	37.171875	0.617	0.511	149	158	-1.101899	0.063291
355	DB10_00000771	Dbia	0.1816	0.4753	0.1544	0.4641	0.253	0.37	0.596	20.96875	0.731	0.579	3642	3721	-0.675786	0.060736
356	DB10_00000772	Dbia	0.1677	0.4691	0.126	0.4955	0.24	0.37	0.591	20.609375	0.763	0.606	1262	1288	-0.598525	0.053571
357	DB10_00000775	Dbia	0.1484	0.4793	0.1025	0.5029	0.251	0.433	0.625	16.453125	0.79	0.572	467	490	0.397143	0.130612
358	DB10_00000777	Dbia	0.0988	0.6296	0.0964	0.5135	0.32	0.561	0.724	8.8125	0.848	0.582	105	110	-0.318182	0.081818
359	DB10_00000778	Dbia	0.1585	0.5331	0.1108	0.5237	0.283	0.428	0.642	20.09375	0.791	0.586	444	456	-0.580263	0.085526
360	DB10_00000779	Dbia	0.1974	0.4629	0.1279	0.4776	0.256	0.4	0.613	17.984375	0.738	0.59	1694	1754	-0.270924	0.076967
361	DB10_00000780	Dbia	0.1566	0.5125	0.0796	0.5418	0.279	0.463	0.653	9.71875	0.816	0.608	375	384	-0.745833	0.041667
362	DB10_00000783	Dbia	0.1812	0.4295	0.1223	0.4585	0.284	0.385	0.587	20.5	0.735	0.597	332	346	0.436127	0.089595
363	DB10_00000784	Dbia	0.1018	0.5531	0.1403	0.4663	0.298	0.488	0.667	13.484375	0.804	0.625	276	278	-0.353597	0.061151
364	DB10_00000785	Dbia	0.1268	0.5	0.1271	0.5242	0.276	0.416	0.624	15.5	0.797	0.605	848	876	-0.34726	0.099315
365	DB10_00000787	Dbia	0.1349	0.553	0.0849	0.5328	0.31	0.5	0.681	10.59375	0.828	0.619	661	688	-0.695494	0.075581
366	DB10_00000794	Dbia	0.2096	0.4046	0.1697	0.4627	0.236	0.282	0.536	26.8125	0.687	0.576	1125	1184	0.120862	0.110642
367	DB10_00000796	Dbia	0.2526	0.4175	0.1702	0.5169	0.251	0.312	0.573	29.953125	0.686	0.525	824	851	-0.734665	0.06463
368	DB10_00000797	Dbia	0.2108	0.494	0.2051	0.4646	0.301	0.331	0.589	27.75	0.693	0.558	270	275	-1.447637	0.032727
369	DB10_00000799	Dbia	0.2899	0.3623	0.2828	0.3684	0.198	0.135	0.444	32.203125	0.55	0.473	180	189	-0.58836	0.089947
370	DB10_00000800	Dbia	0.2643	0.3978	0.2005	0.3926	0.231	0.177	0.464	35.0625	0.624	0.556	1892	1927	-0.870317	0.043072
371	DB10_00000804	Dbia	0.1089	0.5202	0.0469	0.5569	0.242	0.508	0.679	4.65625	0.872	0.655	305	316	-0.557595	0.063291
